molecule	ORF	genome	gene	start	end	orientation
NZ_BFBP01000014.1_68	NZ_BFBP01000014.1_68	NZ_BFBP01000014.1	ANK_1	54	86	1
NZ_BFBP01000014.1_68	NZ_BFBP01000014.1_68	NZ_BFBP01000014.1	ANK	118	151	1
NZ_BFBP01000014.1_68	NZ_BFBP01000014.1_68	NZ_BFBP01000014.1	ANK	151	183	1
NZ_BFHF01000017.1_35	NZ_BFHF01000017.1_35	NZ_BFHF01000017.1	ANK_1	38	70	1
NZ_BFHF01000017.1_35	NZ_BFHF01000017.1_35	NZ_BFHF01000017.1	ANK	139	175	1
NZ_BHFZ01000030.1_7	NZ_BHFZ01000030.1_7	NZ_BHFZ01000030.1	ANK_1	59	91	1
NZ_BHFZ01000030.1_7	NZ_BHFZ01000030.1_7	NZ_BHFZ01000030.1	ANK	158	195	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK_1	7	36	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK	71	103	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK	199	231	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK	232	264	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK	265	297	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK	330	360	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK	363	395	1
NZ_BHVU01000175.1_3	NZ_BHVU01000175.1_3	NZ_BHVU01000175.1	ANK	396	429	1
NZ_BMIB01000001.1_442	NZ_BMIB01000001.1_442	NZ_BMIB01000001.1	ANK_1	32	64	1
NZ_BMIB01000001.1_442	NZ_BMIB01000001.1_442	NZ_BMIB01000001.1	ANK	98	130	1
NZ_BMIB01000001.1_442	NZ_BMIB01000001.1_442	NZ_BMIB01000001.1	ANK	131	163	1
NZ_BMIB01000001.1_442	NZ_BMIB01000001.1_442	NZ_BMIB01000001.1	ANK	164	196	1
NZ_BMIB01000001.1_442	NZ_BMIB01000001.1_442	NZ_BMIB01000001.1	ANK	298	330	1
NZ_BMIB01000001.1_442	NZ_BMIB01000001.1_442	NZ_BMIB01000001.1	ANK	331	363	1
NZ_BMKP01000010.1_103	NZ_BMKP01000010.1_103	NZ_BMKP01000010.1	ANK_1	87	116	1
NZ_BMKP01000010.1_103	NZ_BMKP01000010.1_103	NZ_BMKP01000010.1	ANK	117	149	1
NZ_BMNC01000001.1_892	NZ_BMNC01000001.1_892	NZ_BMNC01000001.1	ANK_1	64	99	1
NZ_BMNC01000001.1_892	NZ_BMNC01000001.1_892	NZ_BMNC01000001.1	ANK	105	136	1
NZ_BMNL01000002.1_372	NZ_BMNL01000002.1_372	NZ_BMNL01000002.1	ANK_1	36	68	1
NZ_BMNL01000002.1_372	NZ_BMNL01000002.1_372	NZ_BMNL01000002.1	ANK	78	108	1
NZ_BMOL01000011.1_129	NZ_BMOL01000011.1_129	NZ_BMOL01000011.1	ANK_1	96	128	1
NZ_BMOL01000011.1_129	NZ_BMOL01000011.1_129	NZ_BMOL01000011.1	ANK	164	195	1
NZ_BMOM01000011.1_54	NZ_BMOM01000011.1_54	NZ_BMOM01000011.1	ANK_1	67	99	1
NZ_BMOM01000011.1_54	NZ_BMOM01000011.1_54	NZ_BMOM01000011.1	ANK	133	165	1
NZ_BMOW01000002.1_337	NZ_BMOW01000002.1_337	NZ_BMOW01000002.1	ANK_1	56	88	1
NZ_BMOW01000002.1_337	NZ_BMOW01000002.1_337	NZ_BMOW01000002.1	ANK	122	154	1
NZ_BMQU01000012.1_147	NZ_BMQU01000012.1_147	NZ_BMQU01000012.1	ANK_1	49	81	1
NZ_BMQU01000012.1_147	NZ_BMQU01000012.1_147	NZ_BMQU01000012.1	ANK	115	147	1
NZ_BMSS01000001.1_12	NZ_BMSS01000001.1_12	NZ_BMSS01000001.1	ANK_1	37	68	1
NZ_BMSS01000001.1_12	NZ_BMSS01000001.1_12	NZ_BMSS01000001.1	ANK	78	106	1
NZ_BMSS01000001.1_12	NZ_BMSS01000001.1_12	NZ_BMSS01000001.1	ANK	110	140	1
NZ_BMSS01000001.1_12	NZ_BMSS01000001.1_12	NZ_BMSS01000001.1	ANK	141	173	1
NZ_BMXF01000001.1_159	NZ_BMXF01000001.1_159	NZ_BMXF01000001.1	ANK_1	296	327	1
NZ_BMXF01000001.1_159	NZ_BMXF01000001.1_159	NZ_BMXF01000001.1	ANK	432	465	1
NZ_BNAG01000004.1_188	NZ_BNAG01000004.1_188	NZ_BNAG01000004.1	ANK_1	39	71	1
NZ_BNAG01000004.1_188	NZ_BNAG01000004.1_188	NZ_BNAG01000004.1	ANK	72	104	1
NZ_BNAG01000004.1_188	NZ_BNAG01000004.1_188	NZ_BNAG01000004.1	ANK	105	137	1
NZ_BNAG01000007.1_42	NZ_BNAG01000007.1_42	NZ_BNAG01000007.1	ANK_1	191	222	1
NZ_BNAG01000007.1_42	NZ_BNAG01000007.1_42	NZ_BNAG01000007.1	ANK	257	289	1
NZ_BNAL01000029.1_13	NZ_BNAL01000029.1_13	NZ_BNAL01000029.1	ANK_1	46	78	1
NZ_BNAL01000029.1_13	NZ_BNAL01000029.1_13	NZ_BNAL01000029.1	ANK	112	144	1
NZ_BORN01000001.1_410	NZ_BORN01000001.1_410	NZ_BORN01000001.1	ANK_1	63	95	1
NZ_BORN01000001.1_410	NZ_BORN01000001.1_410	NZ_BORN01000001.1	ANK	164	200	1
NZ_BPMK01000021.1_42	NZ_BPMK01000021.1_42	NZ_BPMK01000021.1	ANK_1	496	528	1
NZ_BPMK01000021.1_42	NZ_BPMK01000021.1_42	NZ_BPMK01000021.1	ANK	529	560	1
NZ_BPMK01000021.1_42	NZ_BPMK01000021.1_42	NZ_BPMK01000021.1	ANK	687	719	1
NZ_BPMK01000021.1_42	NZ_BPMK01000021.1_42	NZ_BPMK01000021.1	ANK	820	851	1
NZ_BPMK01000021.1_42	NZ_BPMK01000021.1_42	NZ_BPMK01000021.1	ANK	852	884	1
NZ_BPQA01000008.1_276	NZ_BPQA01000008.1_276	NZ_BPQA01000008.1	ANK_1	198	230	1
NZ_BPQA01000008.1_276	NZ_BPQA01000008.1_276	NZ_BPQA01000008.1	ANK	278	309	1
NZ_BPQA01000008.1_276	NZ_BPQA01000008.1_276	NZ_BPQA01000008.1	ANK	346	394	1
NZ_BQME02000002.1_1849	NZ_BQME02000002.1_1849	NZ_BQME02000002.1	ANK_1	74	106	1
NZ_BQME02000002.1_1849	NZ_BQME02000002.1_1849	NZ_BQME02000002.1	ANK	174	211	1
NZ_CAAAHR010000011.1_56	NZ_CAAAHR010000011.1_56	NZ_CAAAHR010000011.1	ANK_1	110	142	1
NZ_CAAAHR010000011.1_56	NZ_CAAAHR010000011.1_56	NZ_CAAAHR010000011.1	ANK	286	318	1
NZ_CAAAHR010000020.1_2	NZ_CAAAHR010000020.1_2	NZ_CAAAHR010000020.1	ANK_1	457	489	1
NZ_CAAAHR010000020.1_2	NZ_CAAAHR010000020.1_2	NZ_CAAAHR010000020.1	ANK	490	522	1
NZ_CAAAHT010000012.1_60	NZ_CAAAHT010000012.1_60	NZ_CAAAHT010000012.1	ANK_1	110	143	1
NZ_CAAAHT010000012.1_60	NZ_CAAAHT010000012.1_60	NZ_CAAAHT010000012.1	ANK	320	353	1
NZ_CAAAHU010000013.1_81	NZ_CAAAHU010000013.1_81	NZ_CAAAHU010000013.1	ANK_1	465	496	1
NZ_CAAAHU010000013.1_81	NZ_CAAAHU010000013.1_81	NZ_CAAAHU010000013.1	ANK	497	529	1
NZ_CAAAHV010000001.1_114	NZ_CAAAHV010000001.1_114	NZ_CAAAHV010000001.1	ANK_1	530	562	1
NZ_CAAAHV010000001.1_114	NZ_CAAAHV010000001.1_114	NZ_CAAAHV010000001.1	ANK	563	595	1
NZ_CAAAHV010000028.1_20	NZ_CAAAHV010000028.1_20	NZ_CAAAHV010000028.1	ANK_1	117	146	1
NZ_CAAAHV010000028.1_20	NZ_CAAAHV010000028.1_20	NZ_CAAAHV010000028.1	ANK	292	326	1
NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1	ANK_1	35	67	1
NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1	ANK	558	588	1
NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1	ANK	589	618	1
NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1_14	NZ_CAAAHV010000032.1	ANK	622	652	1
NZ_CAAAIE010000002.1_524	NZ_CAAAIE010000002.1_524	NZ_CAAAIE010000002.1	ANK_1	110	142	1
NZ_CAAAIE010000002.1_524	NZ_CAAAIE010000002.1_524	NZ_CAAAIE010000002.1	ANK	286	318	1
NZ_CAAAIE010000002.1_524	NZ_CAAAIE010000002.1_524	NZ_CAAAIE010000002.1	ANK	319	352	1
NZ_CAAAIK010000021.1_20	NZ_CAAAIK010000021.1_20	NZ_CAAAIK010000021.1	ANK_1	117	149	1
NZ_CAAAIK010000021.1_20	NZ_CAAAIK010000021.1_20	NZ_CAAAIK010000021.1	ANK	290	322	1
NZ_CAAAIX010000011.1_88	NZ_CAAAIX010000011.1_88	NZ_CAAAIX010000011.1	ANK_1	460	492	1
NZ_CAAAIX010000011.1_88	NZ_CAAAIX010000011.1_88	NZ_CAAAIX010000011.1	ANK	493	525	1
NZ_CABGRO010000006.1_62	NZ_CABGRO010000006.1_62	NZ_CABGRO010000006.1	ANK_1	104	136	1
NZ_CABGRO010000006.1_62	NZ_CABGRO010000006.1_62	NZ_CABGRO010000006.1	ANK	205	242	1
NZ_CABGTP010000002.1_54	NZ_CABGTP010000002.1_54	NZ_CABGTP010000002.1	ANK_1	104	136	1
NZ_CABGTP010000002.1_54	NZ_CABGTP010000002.1_54	NZ_CABGTP010000002.1	ANK	205	242	1
NZ_CABHAT010000006.1_97	NZ_CABHAT010000006.1_97	NZ_CABHAT010000006.1	ANK_1	104	136	1
NZ_CABHAT010000006.1_97	NZ_CABHAT010000006.1_97	NZ_CABHAT010000006.1	ANK	205	242	1
NZ_CABVGU010000023.1_13	NZ_CABVGU010000023.1_13	NZ_CABVGU010000023.1	ANK_1	48	81	1
NZ_CABVGU010000023.1_13	NZ_CABVGU010000023.1_13	NZ_CABVGU010000023.1	ANK	114	146	1
NZ_CABVHO010000008.1_25	NZ_CABVHO010000008.1_25	NZ_CABVHO010000008.1	ANK_1	56	88	1
NZ_CABVHO010000008.1_25	NZ_CABVHO010000008.1_25	NZ_CABVHO010000008.1	ANK	155	192	1
NZ_CABVHS010000010.1_131	NZ_CABVHS010000010.1_131	NZ_CABVHS010000010.1	ANK_1	48	81	1
NZ_CABVHS010000010.1_131	NZ_CABVHS010000010.1_131	NZ_CABVHS010000010.1	ANK	114	146	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK_1	107	139	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	140	172	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	173	205	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	206	240	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	240	272	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	273	307	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	307	339	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	340	371	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	377	405	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	406	438	1
NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1_5	NZ_CACTIU010000041.1	ANK	439	471	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK_1	89	117	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	118	149	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	151	183	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	184	217	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	218	250	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	280	308	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	309	341	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	342	374	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	376	406	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	408	439	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	440	471	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	472	503	1
NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1_3	NZ_CACTIU010000044.1	ANK	505	537	1
NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1	ANK_1	184	216	1
NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1	ANK	217	249	1
NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1	ANK	250	282	1
NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1	ANK	283	315	1
NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1	ANK	316	346	1
NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1_2	NZ_CACTIU010000097.1	ANK	364	396	1
NZ_CACTIU010000099.1_1	NZ_CACTIU010000099.1_1	NZ_CACTIU010000099.1	ANK_1	119	150	1
NZ_CACTIU010000099.1_1	NZ_CACTIU010000099.1_1	NZ_CACTIU010000099.1	ANK	309	341	1
NZ_CACTIU010000099.1_1	NZ_CACTIU010000099.1_1	NZ_CACTIU010000099.1	ANK	342	374	1
NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1	ANK_1	39	71	1
NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1	ANK	105	136	1
NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1	ANK	171	203	1
NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1_3	NZ_CACTIV010000002.1	ANK	204	235	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK_1	76	106	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	107	139	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	140	171	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	177	208	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	210	241	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	244	276	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	278	309	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	414	446	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	509	558	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	559	589	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	593	623	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	625	657	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	659	690	1
NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1_2	NZ_CACTIV010000012.1	ANK	691	725	1
NZ_CACTIV010000015.1_14	NZ_CACTIV010000015.1_14	NZ_CACTIV010000015.1	ANK_1	75	104	1
NZ_CACTIV010000015.1_14	NZ_CACTIV010000015.1_14	NZ_CACTIV010000015.1	ANK	107	139	1
NZ_CADDIL010000004.1_220	NZ_CADDIL010000004.1_220	NZ_CADDIL010000004.1	ANK_1	65	96	1
NZ_CADDIL010000004.1_220	NZ_CADDIL010000004.1_220	NZ_CADDIL010000004.1	ANK	97	129	1
NZ_CADDIL010000004.1_220	NZ_CADDIL010000004.1_220	NZ_CADDIL010000004.1	ANK	130	162	1
NZ_CADDZZ010000001.1_66	NZ_CADDZZ010000001.1_66	NZ_CADDZZ010000001.1	ANK_1	100	132	1
NZ_CADDZZ010000001.1_66	NZ_CADDZZ010000001.1_66	NZ_CADDZZ010000001.1	ANK	130	162	1
NZ_CADDZZ010000001.1_66	NZ_CADDZZ010000001.1_66	NZ_CADDZZ010000001.1	ANK	163	195	1
NZ_CADEQM010000018.1_42	NZ_CADEQM010000018.1_42	NZ_CADEQM010000018.1	ANK_1	100	131	1
NZ_CADEQM010000018.1_42	NZ_CADEQM010000018.1_42	NZ_CADEQM010000018.1	ANK	130	162	1
NZ_CADEQM010000018.1_42	NZ_CADEQM010000018.1_42	NZ_CADEQM010000018.1	ANK	163	195	1
NZ_CADESR010000001.1_1323	NZ_CADESR010000001.1_1323	NZ_CADESR010000001.1	ANK_1	100	131	1
NZ_CADESR010000001.1_1323	NZ_CADESR010000001.1_1323	NZ_CADESR010000001.1	ANK	130	162	1
NZ_CADESR010000001.1_1323	NZ_CADESR010000001.1_1323	NZ_CADESR010000001.1	ANK	163	195	1
NZ_CADETP010000026.1_15	NZ_CADETP010000026.1_15	NZ_CADETP010000026.1	ANK_1	100	131	1
NZ_CADETP010000026.1_15	NZ_CADETP010000026.1_15	NZ_CADETP010000026.1	ANK	130	162	1
NZ_CADETP010000026.1_15	NZ_CADETP010000026.1_15	NZ_CADETP010000026.1	ANK	163	195	1
NZ_CADEUG010000026.1_12	NZ_CADEUG010000026.1_12	NZ_CADEUG010000026.1	ANK_1	100	131	1
NZ_CADEUG010000026.1_12	NZ_CADEUG010000026.1_12	NZ_CADEUG010000026.1	ANK	130	162	1
NZ_CADEUG010000026.1_12	NZ_CADEUG010000026.1_12	NZ_CADEUG010000026.1	ANK	163	195	1
NZ_CADFCV010000006.1_329	NZ_CADFCV010000006.1_329	NZ_CADFCV010000006.1	ANK_1	100	131	1
NZ_CADFCV010000006.1_329	NZ_CADFCV010000006.1_329	NZ_CADFCV010000006.1	ANK	130	162	1
NZ_CADFCV010000006.1_329	NZ_CADFCV010000006.1_329	NZ_CADFCV010000006.1	ANK	163	195	1
NZ_CADFCX010000005.1_329	NZ_CADFCX010000005.1_329	NZ_CADFCX010000005.1	ANK_1	100	131	1
NZ_CADFCX010000005.1_329	NZ_CADFCX010000005.1_329	NZ_CADFCX010000005.1	ANK	130	162	1
NZ_CADFCX010000005.1_329	NZ_CADFCX010000005.1_329	NZ_CADFCX010000005.1	ANK	163	195	1
NZ_CADFDM010000005.1_180	NZ_CADFDM010000005.1_180	NZ_CADFDM010000005.1	ANK_1	30	62	1
NZ_CADFDM010000005.1_180	NZ_CADFDM010000005.1_180	NZ_CADFDM010000005.1	ANK	63	95	1
NZ_CADFDU010000006.1_362	NZ_CADFDU010000006.1_362	NZ_CADFDU010000006.1	ANK_1	130	162	1
NZ_CADFDU010000006.1_362	NZ_CADFDU010000006.1_362	NZ_CADFDU010000006.1	ANK	163	195	1
NZ_CADFFA010000012.1_90	NZ_CADFFA010000012.1_90	NZ_CADFFA010000012.1	ANK_1	136	168	1
NZ_CADFFA010000012.1_90	NZ_CADFFA010000012.1_90	NZ_CADFFA010000012.1	ANK	202	234	1
NZ_CADFFI010000016.1_68	NZ_CADFFI010000016.1_68	NZ_CADFFI010000016.1	ANK_1	136	168	1
NZ_CADFFI010000016.1_68	NZ_CADFFI010000016.1_68	NZ_CADFFI010000016.1	ANK	202	234	1
NZ_CADFFM010000014.1_144	NZ_CADFFM010000014.1_144	NZ_CADFFM010000014.1	ANK_1	101	133	1
NZ_CADFFM010000014.1_144	NZ_CADFFM010000014.1_144	NZ_CADFFM010000014.1	ANK	167	199	1
NZ_CADFFX010000001.1_410	NZ_CADFFX010000001.1_410	NZ_CADFFX010000001.1	ANK_1	51	83	1
NZ_CADFFX010000001.1_410	NZ_CADFFX010000001.1_410	NZ_CADFFX010000001.1	ANK	117	149	1
NZ_CADFGH010000005.1_187	NZ_CADFGH010000005.1_187	NZ_CADFGH010000005.1	ANK_1	50	82	1
NZ_CADFGH010000005.1_187	NZ_CADFGH010000005.1_187	NZ_CADFGH010000005.1	ANK	116	148	1
NZ_CADFGJ010000005.1_167	NZ_CADFGJ010000005.1_167	NZ_CADFGJ010000005.1	ANK_1	88	120	1
NZ_CADFGJ010000005.1_167	NZ_CADFGJ010000005.1_167	NZ_CADFGJ010000005.1	ANK	154	186	1
NZ_CADFGO010000001.1_527	NZ_CADFGO010000001.1_527	NZ_CADFGO010000001.1	ANK_1	136	168	1
NZ_CADFGO010000001.1_527	NZ_CADFGO010000001.1_527	NZ_CADFGO010000001.1	ANK	202	234	1
NZ_CADP01000049.1_9	NZ_CADP01000049.1_9	NZ_CADP01000049.1	ANK_1	55	87	1
NZ_CADP01000049.1_9	NZ_CADP01000049.1_9	NZ_CADP01000049.1	ANK	122	153	1
NZ_CAFK01000072.1_5	NZ_CAFK01000072.1_5	NZ_CAFK01000072.1	ANK_1	135	167	1
NZ_CAFK01000072.1_5	NZ_CAFK01000072.1_5	NZ_CAFK01000072.1	ANK	201	231	1
NZ_CAIGKF010000045.1_11	NZ_CAIGKF010000045.1_11	NZ_CAIGKF010000045.1	ANK_1	120	151	1
NZ_CAIGKF010000045.1_11	NZ_CAIGKF010000045.1_11	NZ_CAIGKF010000045.1	ANK	153	185	1
NZ_CAIGKG010000016.1_108	NZ_CAIGKG010000016.1_108	NZ_CAIGKG010000016.1	ANK_1	123	154	1
NZ_CAIGKG010000016.1_108	NZ_CAIGKG010000016.1_108	NZ_CAIGKG010000016.1	ANK	156	188	1
NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1	ANK_1	49	77	1
NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1	ANK	113	146	1
NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1_56	NZ_CAIJDE010000038.1	ANK	180	211	1
NZ_CAIJDP010000088.1_55	NZ_CAIJDP010000088.1_55	NZ_CAIJDP010000088.1	ANK_1	87	116	1
NZ_CAIJDP010000088.1_55	NZ_CAIJDP010000088.1_55	NZ_CAIJDP010000088.1	ANK	117	149	1
NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1	ANK_1	32	64	1
NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1	ANK	65	97	1
NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1_12	NZ_CAJCFV010000079.1	ANK	98	130	1
NZ_CAJGUX010000003.1_55	NZ_CAJGUX010000003.1_55	NZ_CAJGUX010000003.1	ANK_1	68	100	1
NZ_CAJGUX010000003.1_55	NZ_CAJGUX010000003.1_55	NZ_CAJGUX010000003.1	ANK	134	166	1
NZ_CAJGVB010000002.1_705	NZ_CAJGVB010000002.1_705	NZ_CAJGVB010000002.1	ANK_1	68	100	1
NZ_CAJGVB010000002.1_705	NZ_CAJGVB010000002.1_705	NZ_CAJGVB010000002.1	ANK	134	166	1
NZ_CAJHOB010000001.1_103	NZ_CAJHOB010000001.1_103	NZ_CAJHOB010000001.1	ANK_1	58	89	1
NZ_CAJHOB010000001.1_103	NZ_CAJHOB010000001.1_103	NZ_CAJHOB010000001.1	ANK	90	123	1
NZ_CAJHOG010000002.1_705	NZ_CAJHOG010000002.1_705	NZ_CAJHOG010000002.1	ANK_1	68	100	1
NZ_CAJHOG010000002.1_705	NZ_CAJHOG010000002.1_705	NZ_CAJHOG010000002.1	ANK	134	166	1
NZ_CAJHOH010000003.1_55	NZ_CAJHOH010000003.1_55	NZ_CAJHOH010000003.1	ANK_1	68	100	1
NZ_CAJHOH010000003.1_55	NZ_CAJHOH010000003.1_55	NZ_CAJHOH010000003.1	ANK	134	166	1
NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1	ANK_1	61	94	1
NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1	ANK	95	126	1
NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1_132	NZ_CAKJXY010000001.1	ANK	130	160	1
NZ_CAKJXY010000002.1_206	NZ_CAKJXY010000002.1_206	NZ_CAKJXY010000002.1	ANK_1	76	104	1
NZ_CAKJXY010000002.1_206	NZ_CAKJXY010000002.1_206	NZ_CAKJXY010000002.1	ANK	107	139	1
NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1	ANK_1	39	71	1
NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1	ANK	80	111	1
NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1_157	NZ_CAKMMF010000006.1	ANK	112	144	1
NZ_CAMKIC010000014.1_81	NZ_CAMKIC010000014.1_81	NZ_CAMKIC010000014.1	ANK_1	108	142	1
NZ_CAMKIC010000014.1_81	NZ_CAMKIC010000014.1_81	NZ_CAMKIC010000014.1	ANK	175	207	1
NZ_CBLX010000003.1_313	NZ_CBLX010000003.1_313	NZ_CBLX010000003.1	ANK_1	47	79	1
NZ_CBLX010000003.1_313	NZ_CBLX010000003.1_313	NZ_CBLX010000003.1	ANK	113	145	1
NZ_CCZB01000022.1_164	NZ_CCZB01000022.1_164	NZ_CCZB01000022.1	ANK_1	83	118	1
NZ_CCZB01000022.1_164	NZ_CCZB01000022.1_164	NZ_CCZB01000022.1	ANK	193	221	1
NZ_CCZB01000022.1_164	NZ_CCZB01000022.1_164	NZ_CCZB01000022.1	ANK	439	471	1
NZ_CCZB01000022.1_164	NZ_CCZB01000022.1_164	NZ_CCZB01000022.1	ANK	472	504	1
NZ_CCZC01000006.1_39	NZ_CCZC01000006.1_39	NZ_CCZC01000006.1	ANK_1	200	228	1
NZ_CCZC01000006.1_39	NZ_CCZC01000006.1_39	NZ_CCZC01000006.1	ANK	447	479	1
NZ_CCZJ01000014.1_49	NZ_CCZJ01000014.1_49	NZ_CCZJ01000014.1	ANK_1	200	228	1
